 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   3. 2.    Time:  15:27: 8
 Units: L = mm   , T = days , M = mmol 
 
 CosAlf,MaxIt,TolTh,  TolH
 1.000   10   0.00110.00000
 
 TopInF,BotInF,AtmBC,SinkF,WLayer,qGWLF,FreeD,SeepF,lWat,lChem,lTemp,lRoot,lWDep
     T     F     T     T     F     F     T     F     T     T     F     F     F

Nodal point information

node      x         hOld    MatN LayN  Beta      Ah       AK      ATh     Temp    Conc(1...NS)         Sorb(1...NS)
  0.4600  -0.586E+02  0.1768E+01  0.0000E+00  0.6000E+03  0.2778E+01    1.0000  0.0000E+00
  0.4600  -0.739E+02  0.1869E+01  0.0000E+00  0.6000E+03  0.2778E+01    1.0000  0.0000E+00
  0.4600  -0.933E+02  0.1970E+01  0.0000E+00  0.6000E+03  0.2778E+01    1.0000  0.0000E+00
  0.4600  -0.118E+03  0.2071E+01  0.0000E+00  0.6000E+03  0.2778E+01    1.0000  0.0000E+00
  0.4600  -0.148E+03  0.2172E+01  0.0000E+00  0.6000E+03  0.2778E+01    1.0000  0.0000E+00
  0.4600  -0.187E+03  0.2273E+01  0.0000E+00  0.6000E+03  0.2778E+01    1.0000  0.0000E+00
  0.4600  -0.236E+03  0.2374E+01  0.0000E+00  0.6000E+03  0.2778E+01    1.0000  0.0000E+00
  0.4600  -0.298E+03  0.2475E+01  0.0000E+00  0.6000E+03  0.2778E+01    1.0000  0.0000E+00
  0.2883  -0.376E+03  0.2576E+01  0.1582E-02  0.2639E+01  0.4214E+00    0.5812  0.3523E-07
  0.1832  -0.475E+03  0.2677E+01  0.7011E-03  0.7873E-02 -0.2104E+01    0.3249  0.1730E-06
  0.1245  -0.599E+03  0.2778E+01  0.3106E-03  0.2349E-04 -0.4629E+01    0.1817  0.3286E-06
  0.0916  -0.756E+03  0.2879E+01  0.1376E-03  0.7008E-07 -0.7154E+01    0.1016  0.4485E-06
  0.0733  -0.955E+03  0.2980E+01  0.6097E-04  0.2091E-09 -0.9680E+01    0.0568  0.5275E-06
  0.0630  -0.120E+04  0.3081E+01  0.2702E-04  0.6239E-12 -0.1220E+02    0.0317  0.5756E-06
  0.0573  -0.152E+04  0.3182E+01  0.1197E-04  0.1861E-14 -0.1473E+02    0.0177  0.6038E-06
  0.0541  -0.192E+04  0.3283E+01  0.5303E-05  0.5554E-17 -0.1726E+02    0.0099  0.6200E-06
  0.0523  -0.242E+04  0.3384E+01  0.2350E-05  0.1657E-19 -0.1978E+02    0.0055  0.6291E-06
  0.0513  -0.305E+04  0.3485E+01  0.1041E-05  0.4944E-22 -0.2231E+02    0.0031  0.6343E-06
  0.0507  -0.385E+04  0.3586E+01  0.4612E-06  0.1475E-24 -0.2483E+02    0.0017  0.6371E-06
  0.0504  -0.486E+04  0.3687E+01  0.2044E-06  0.4401E-27 -0.2736E+02    0.0010  0.6387E-06
  0.0502  -0.614E+04  0.3788E+01  0.9054E-07  0.1313E-29 -0.2988E+02    0.0005  0.6396E-06
  0.0501  -0.774E+04  0.3889E+01  0.4012E-07  0.3918E-32 -0.3241E+02    0.0003  0.6400E-06
  0.0501  -0.977E+04  0.3990E+01  0.1777E-07  0.1169E-34 -0.3493E+02    0.0002  0.6402E-06
  0.0500  -0.123E+05  0.4091E+01  0.7875E-08  0.1000E-36 -0.3700E+02    0.0001  0.6402E-06
  0.0500  -0.156E+05  0.4192E+01  0.3489E-08  0.1000E-36 -0.3700E+02    0.0001  0.6402E-06
  0.0500  -0.196E+05  0.4293E+01  0.1546E-08  0.1000E-36 -0.3700E+02    0.0000  0.6400E-06
  0.0500  -0.248E+05  0.4394E+01  0.6849E-09  0.1000E-36 -0.3700E+02    0.0000  0.6398E-06
  0.0500  -0.313E+05  0.4495E+01  0.3035E-09  0.1000E-36 -0.3700E+02    0.0000  0.6395E-06
  0.0500  -0.394E+05  0.4596E+01  0.1345E-09  0.1000E-36 -0.3700E+02    0.0000  0.6392E-06
  0.0500  -0.498E+05  0.4697E+01  0.5957E-10  0.1000E-36 -0.3700E+02    0.0000  0.6387E-06
  0.0500  -0.628E+05  0.4798E+01  0.2639E-10  0.1000E-36 -0.3700E+02    0.0000  0.6381E-06
  0.0500  -0.792E+05  0.4899E+01  0.1169E-10  0.1000E-36 -0.3700E+02    0.0000  0.6373E-06
  0.0500  -0.100E+06  0.5000E+01  0.5181E-11  0.1000E-36 -0.3700E+02    0.0000  0.6364E-06
end


 Solute transport information
 ============================

 Galerkin finite-element method


 lTDep     lWDep     cTolA     cTolR   MaxItC
  F        0    0.000E+00    0.0000      1


 Mat.     Bulk.D.    DispL    Fraction  Immobile WC
  1       0.0015    1.0000    1.0000    0.0000

    Dif.w.      Dif.g.   -------------------------------------------------- ( 1.solute)
  0.0000E+00  0.0000E+00
 Mat.     KS         Nu         Beta      Henry  SinkL1     SinkS1     SinkG1     SinkL1`    SinkS1`    SinkG1`  SinkL0     SinkS0     SinkG0      Alfa
   1 0.0000E+00 0.0000E+00 0.1000E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00

 No adsorption or linear adsorp. isotherm for material  1

 kTopCh      cTop(1...NS)
  -1        0.300E+02

 kBotCh      cBot(1...NS)
   0        0.000E+00

 tPulse =          1000.000
