 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  13. 3.    Time:  12:47:13
 Units: L = mm   , T = days , M = mmol 
 
 CosAlf,MaxIt,TolTh,  TolH
 1.000   10   0.00110.00000
 
 TopInF,BotInF,AtmBC,SinkF,WLayer,qGWLF,FreeD,SeepF,lWat,lChem,lTemp,lRoot,lWDep
     T     F     T     T     F     F     T     F     T     T     F     F     F

Nodal point information

node      x         hOld    MatN LayN  Beta      Ah       AK      ATh     Temp    Conc(1...NS)         Sorb(1...NS)
  0.4100  -0.226E+01  0.3535E+00  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.285E+01  0.4545E+00  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.359E+01  0.5556E+00  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.453E+01  0.6566E+00  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.572E+01  0.7576E+00  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.722E+01  0.8586E+00  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.911E+01  0.9596E+00  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.115E+02  0.1061E+01  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.145E+02  0.1162E+01  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.183E+02  0.1263E+01  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.231E+02  0.1364E+01  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.292E+02  0.1465E+01  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.368E+02  0.1566E+01  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.464E+02  0.1667E+01  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.586E+02  0.1768E+01  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.739E+02  0.1869E+01  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.933E+02  0.1970E+01  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.118E+03  0.2071E+01  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.148E+03  0.2172E+01  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.4100  -0.187E+03  0.2273E+01  0.0000E+00  0.3600E+04  0.3556E+01    1.0000  0.0000E+00
  0.2827  -0.236E+03  0.2374E+01  0.2543E-02  0.3911E+03  0.2592E+01    0.6363  0.1635E-07
  0.1789  -0.298E+03  0.2475E+01  0.1076E-02  0.1791E+02  0.1253E+01    0.3396  0.1194E-06
  0.1234  -0.376E+03  0.2576E+01  0.4549E-03  0.8198E+00 -0.8631E-01    0.1812  0.2445E-06
  0.0939  -0.475E+03  0.2677E+01  0.1924E-03  0.3753E-01 -0.1426E+01    0.0967  0.3392E-06
  0.0781  -0.599E+03  0.2778E+01  0.8136E-04  0.1718E-02 -0.2765E+01    0.0516  0.3990E-06
  0.0696  -0.756E+03  0.2879E+01  0.3441E-04  0.7867E-04 -0.4104E+01    0.0275  0.4338E-06
  0.0651  -0.955E+03  0.2980E+01  0.1455E-04  0.3602E-05 -0.5443E+01    0.0147  0.4532E-06
  0.0627  -0.120E+04  0.3081E+01  0.6155E-05  0.1649E-06 -0.6783E+01    0.0078  0.4638E-06
  0.0615  -0.152E+04  0.3182E+01  0.2603E-05  0.7550E-08 -0.8122E+01    0.0042  0.4695E-06
  0.0608  -0.192E+04  0.3283E+01  0.1101E-05  0.3457E-09 -0.9461E+01    0.0022  0.4726E-06
  0.0604  -0.242E+04  0.3384E+01  0.4656E-06  0.1582E-10 -0.1080E+02    0.0012  0.4742E-06
  0.0602  -0.305E+04  0.3485E+01  0.1969E-06  0.7245E-12 -0.1214E+02    0.0006  0.4750E-06
  0.0601  -0.385E+04  0.3586E+01  0.8328E-07  0.3317E-13 -0.1348E+02    0.0003  0.4755E-06
  0.0601  -0.486E+04  0.3687E+01  0.3522E-07  0.1519E-14 -0.1482E+02    0.0002  0.4757E-06
  0.0600  -0.614E+04  0.3788E+01  0.1490E-07  0.6953E-16 -0.1616E+02    0.0001  0.4758E-06
  0.0600  -0.774E+04  0.3889E+01  0.6300E-08  0.3183E-17 -0.1750E+02    0.0001  0.4758E-06
  0.0600  -0.977E+04  0.3990E+01  0.2664E-08  0.1457E-18 -0.1884E+02    0.0000  0.4758E-06
  0.0600  -0.123E+05  0.4091E+01  0.1127E-08  0.6673E-20 -0.2018E+02    0.0000  0.4757E-06
  0.0600  -0.156E+05  0.4192E+01  0.4766E-09  0.3055E-21 -0.2151E+02    0.0000  0.4756E-06
  0.0600  -0.196E+05  0.4293E+01  0.2015E-09  0.1399E-22 -0.2285E+02    0.0000  0.4755E-06
  0.0600  -0.248E+05  0.4394E+01  0.8524E-10  0.6404E-24 -0.2419E+02    0.0000  0.4753E-06
  0.0600  -0.313E+05  0.4495E+01  0.3605E-10  0.2932E-25 -0.2553E+02    0.0000  0.4751E-06
  0.0600  -0.394E+05  0.4596E+01  0.1525E-10  0.1342E-26 -0.2687E+02    0.0000  0.4748E-06
  0.0600  -0.498E+05  0.4697E+01  0.6448E-11  0.6145E-28 -0.2821E+02    0.0000  0.4744E-06
  0.0600  -0.628E+05  0.4798E+01  0.2727E-11  0.2814E-29 -0.2955E+02    0.0000  0.4740E-06
  0.0600  -0.792E+05  0.4899E+01  0.1153E-11  0.1288E-30 -0.3089E+02    0.0000  0.4734E-06
  0.0600  -0.100E+06  0.5000E+01  0.4878E-12  0.5897E-32 -0.3223E+02    0.0000  0.4727E-06
end


 Solute transport information
 ============================

 Galerkin finite-element method


 lTDep     lWDep     cTolA     cTolR   MaxItC
  F        0    0.000E+00    0.0000      1


 Mat.     Bulk.D.    DispL    Fraction  Immobile WC
  1       0.0015    1.0000    1.0000    0.0000

    Dif.w.      Dif.g.   -------------------------------------------------- ( 1.solute)
  0.0000E+00  0.0000E+00
 Mat.     KS         Nu         Beta      Henry  SinkL1     SinkS1     SinkG1     SinkL1`    SinkS1`    SinkG1`  SinkL0     SinkS0     SinkG0      Alfa
   1 0.0000E+00 0.0000E+00 0.1000E+01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00

 No adsorption or linear adsorp. isotherm for material  1

 kTopCh      cTop(1...NS)
  -1        0.300E+02

 kBotCh      cBot(1...NS)
   0        0.000E+00

 tPulse =          1000.000
