 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   3. 2.    Time:  15:33:45
 Units: L = mm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

      10.0000 -0.75000E+01  0.50000E+01 -0.75001E+01  0.29066E+01 -0.17119E-09 -0.75000E+02  0.50000E+02 -0.75000E+02  0.27730E+02 -0.17119E-08 -0.37586E+03 -0.26979E+04 -0.10000E+04  0.10872E-03  0.50403E-03  0.11868E+03  0.75000E+02  0.00000E+00   9955  0.00000E+00      0.000
      20.0000 -0.75000E+01  0.50000E+01 -0.75001E+01  0.34023E+01 -0.17119E-09 -0.15000E+03  0.10000E+03 -0.15000E+03  0.60178E+02 -0.34238E-08 -0.37586E+03 -0.86631E+03 -0.10000E+04  0.55313E-04  0.98515E-03  0.16124E+03  0.15000E+03  0.00000E+00  21541  0.00000E+00      0.000
      30.0000 -0.75000E+01  0.50000E+01 -0.75000E+01  0.32643E+01 -0.17119E-09 -0.22501E+03  0.15000E+03 -0.22501E+03  0.93398E+02 -0.51361E-08 -0.37586E+03 -0.37615E+03 -0.10000E+04  0.34809E-04  0.14451E-02  0.20302E+03  0.22501E+03  0.00000E+00  32442  0.00000E+00      0.000
      40.0000 -0.75000E+01  0.50000E+01 -0.74998E+01  0.32637E+01 -0.17119E-09 -0.29995E+03  0.20002E+03 -0.29995E+03  0.12601E+03 -0.68490E-08 -0.37586E+03 -0.37615E+03 -0.10000E+04  0.17214E-03  0.18343E-02  0.24538E+03  0.29995E+03  0.00000E+00  41500  0.00000E+00      0.000
      50.0000 -0.75000E+01  0.50000E+01 -0.75001E+01  0.32638E+01 -0.16243E+01 -0.37495E+03  0.25002E+03 -0.37495E+03  0.15864E+03 -0.46056E+00 -0.37586E+03 -0.37615E+03 -0.41476E+03  0.54359E-04  0.23241E-02  0.28728E+03  0.37495E+03  0.00000E+00  53365  0.00000E+00      0.000
      60.0000 -0.75000E+01  0.50000E+01 -0.75001E+01  0.32638E+01 -0.42364E+01 -0.44995E+03  0.30002E+03 -0.44995E+03  0.19128E+03 -0.41212E+02 -0.37586E+03 -0.37615E+03 -0.37628E+03  0.10586E-03  0.28122E-02  0.28889E+03  0.44995E+03  0.00000E+00  65259  0.00000E+00      0.000
      70.0000 -0.75000E+01  0.50000E+01 -0.75001E+01  0.32638E+01 -0.42373E+01 -0.52495E+03  0.35001E+03 -0.52495E+03  0.22392E+03 -0.83575E+02 -0.37586E+03 -0.37615E+03 -0.37628E+03  0.82016E-04  0.32965E-02  0.28889E+03  0.52495E+03  0.00000E+00  77045  0.00000E+00      0.000
      80.0000 -0.75000E+01  0.50000E+01 -0.75001E+01  0.32638E+01 -0.42351E+01 -0.59993E+03  0.40001E+03 -0.59993E+03  0.25655E+03 -0.12594E+03 -0.37586E+03 -0.37615E+03 -0.37628E+03  0.88215E-04  0.37847E-02  0.28889E+03  0.59993E+03  0.00000E+00  88841  0.00000E+00      0.000
