 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   3. 2.    Time:  15:19:43
 Units: L = mm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

      10.0000 -0.50000E+01  0.50000E+01 -0.49999E+01  0.21620E+01 -0.17119E-09 -0.50000E+02  0.50000E+02 -0.50000E+02  0.23075E+02 -0.17119E-08 -0.37619E+03 -0.37454E+04 -0.10000E+04  0.61035E-04  0.42672E-03  0.98292E+02  0.50000E+02  0.00000E+00   8303  0.00000E+00      0.000
      20.0000 -0.50000E+01  0.50000E+01 -0.50000E+01  0.27240E+01 -0.17119E-09 -0.10000E+03  0.10000E+03 -0.10000E+03  0.48140E+02 -0.34238E-08 -0.37618E+03 -0.25424E+04 -0.10000E+04  0.45300E-04  0.89176E-03  0.12323E+03  0.10000E+03  0.00000E+00  20182  0.00000E+00      0.000
      30.0000 -0.50000E+01  0.50000E+01 -0.50000E+01  0.28939E+01 -0.17119E-09 -0.15000E+03  0.15000E+03 -0.15000E+03  0.76431E+02 -0.51358E-08 -0.37620E+03 -0.14980E+04 -0.10000E+04  0.19550E-04  0.13559E-02  0.14494E+03  0.15000E+03  0.00000E+00  32171  0.00000E+00      0.000
      40.0000 -0.50000E+01  0.50000E+01 -0.50000E+01  0.28657E+01 -0.17119E-09 -0.20000E+03  0.20000E+03 -0.20000E+03  0.10537E+03 -0.68477E-08 -0.37618E+03 -0.47548E+03 -0.10000E+04  0.00000E+00  0.18178E-02  0.16600E+03  0.20000E+03  0.00000E+00  43958  0.00000E+00      0.000
      50.0000 -0.50000E+01  0.50000E+01 -0.50000E+01  0.27809E+01 -0.17119E-09 -0.25000E+03  0.25000E+03 -0.25000E+03  0.13346E+03 -0.85596E-08 -0.37618E+03 -0.38788E+03 -0.10000E+04  0.10490E-04  0.22700E-02  0.18791E+03  0.25000E+03  0.00000E+00  55757  0.00000E+00      0.000
      60.0000 -0.50000E+01  0.50000E+01 -0.49999E+01  0.27817E+01 -0.17119E-09 -0.30000E+03  0.30000E+03 -0.30000E+03  0.16127E+03 -0.10272E-07 -0.37619E+03 -0.38535E+03 -0.10000E+04  0.11206E-03  0.27350E-02  0.21010E+03  0.30000E+03  0.00000E+00  67575  0.00000E+00      0.000
      70.0000 -0.50000E+01  0.50000E+01 -0.50000E+01  0.27821E+01 -0.17119E-09 -0.35000E+03  0.35000E+03 -0.35000E+03  0.18909E+03 -0.11983E-07 -0.37619E+03 -0.38438E+03 -0.10000E+04  0.20027E-04  0.31985E-02  0.23228E+03  0.35000E+03  0.00000E+00  79412  0.00000E+00      0.000
      80.0000 -0.50000E+01  0.50000E+01 -0.50000E+01  0.27822E+01 -0.17119E-09 -0.40000E+03  0.40000E+03 -0.40000E+03  0.21691E+03 -0.13695E-07 -0.37618E+03 -0.38398E+03 -0.10000E+04  0.23842E-04  0.36628E-02  0.25444E+03  0.40000E+03  0.00000E+00  91229  0.00000E+00      0.000
